CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,CROPDURATION,TEMPERATURE,WATERREQUIRED,RELATIVE_HUMIDITY,N,P,K
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,7.78,146.84,37.8,2323.92,78.89,99.41,59.47,59.82
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.23,116.55,26.74,1192.17,63.39,83.31,42.59,46.37
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.83,141.26,24.18,2076.33,72.81,83.34,40.65,43.52
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.81,149.32,38.34,2112.94,76.29,99.81,52.53,59.15
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.25,140.27,33.76,1810.42,74.12,81.49,51.88,44.22
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.48,123.14,27.6,1634.94,75.69,86.7,44.9,51.95
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.28,125.4,26.7,1504.28,65.29,82.83,47.02,51.12
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.02,133.79,21.54,1157.55,61.61,97.69,48.48,43.5
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.84,148.14,39.94,1888.37,79.18,90.55,51.87,57.43
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.72,131.91,38.21,1289.89,67.34,84.67,52.29,44.75
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,5.22,113.57,20.53,1578.23,63.53,83.0,50.47,40.83
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.59,115.63,23.74,2151.91,77.32,95.4,47.32,52.57
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.78,126.98,28.5,2473.52,75.05,84.47,44.46,46.06
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,7.39,146.17,38.64,1024.55,65.99,85.85,48.0,54.83
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.67,127.1,31.0,1765.47,67.33,89.76,47.63,53.42
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.06,138.8,39.65,2119.27,62.41,99.16,47.54,51.63
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.73,115.99,37.34,2033.46,73.25,94.28,57.89,44.7
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.3,117.25,25.78,1558.97,61.75,93.52,50.79,48.12
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.53,130.52,33.16,1518.29,62.61,87.85,44.46,43.33
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.75,119.25,23.46,1408.67,62.34,97.93,50.93,51.03
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.03,147.06,39.83,2472.42,70.27,98.88,56.19,47.61
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.59,145.4,32.85,2056.0,71.23,92.69,50.92,49.92
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.07,123.39,24.02,1529.41,68.71,93.42,55.44,54.16
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.81,125.02,32.23,1462.48,75.92,88.7,55.31,59.1
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.45,141.55,33.39,1858.23,60.65,82.51,44.74,51.98
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.39,115.96,23.43,1705.83,64.49,88.93,44.52,57.09
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.87,149.82,35.16,2384.67,74.74,91.41,52.2,46.95
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.93,145.33,28.33,1254.41,71.44,85.31,57.69,54.64
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.87,140.43,37.53,1838.76,76.77,94.21,42.63,44.46
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.37,142.65,33.77,1870.77,73.81,89.27,54.82,57.75
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.9,137.77,31.14,1357.34,65.97,81.1,42.75,50.59
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.14,127.75,25.83,1568.44,66.96,95.42,54.22,49.51
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.93,115.12,25.17,1239.28,63.97,86.99,45.65,49.76
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.49,114.82,21.83,943.02,69.61,91.66,42.9,47.63
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.11,136.99,38.48,1174.93,66.7,91.45,45.51,42.07
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.95,139.63,32.27,2195.19,68.27,88.39,44.1,49.81
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.54,142.7,31.77,1491.57,78.4,95.77,55.44,58.75
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.74,135.44,34.19,1969.19,74.89,83.28,55.6,43.0
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.3,121.58,37.58,1749.59,73.72,98.22,54.67,51.27
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.16,144.59,38.47,1824.32,77.17,83.92,55.68,56.1
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.99,138.11,29.86,1736.91,72.76,99.17,54.45,46.42
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.21,148.23,36.35,2195.22,70.44,96.98,59.43,56.32
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.04,114.67,20.62,916.34,61.04,85.88,41.93,40.15
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.92,138.45,31.95,1032.34,70.35,85.18,46.27,41.03
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.64,130.08,29.55,1482.94,71.52,85.11,54.9,51.63
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.42,132.28,27.85,1855.58,73.0,95.1,51.35,41.11
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.92,139.57,30.61,1886.09,72.8,83.81,43.4,42.45
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.81,116.39,20.54,1114.14,68.72,82.98,48.08,54.34
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.05,128.0,26.84,1257.75,60.4,81.05,41.04,52.36
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.6,132.44,39.22,2206.64,72.31,95.16,53.51,49.86
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.05,110.52,20.94,1191.41,64.49,83.94,45.92,43.51
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.27,149.01,39.0,2209.11,77.21,92.32,52.11,47.6
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.63,137.26,29.25,1760.1,65.76,82.51,49.51,40.31
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.41,120.57,22.52,1450.54,71.82,97.39,48.59,58.18
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.11,129.05,22.21,1960.0,73.59,99.1,58.73,56.82
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.84,135.62,26.41,1177.77,62.3,98.29,48.67,56.67
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.88,129.97,23.7,1772.28,78.19,94.15,55.58,48.76
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.24,117.37,26.54,1042.11,68.87,81.33,42.75,41.03
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.32,129.73,22.77,905.18,69.35,84.45,46.94,50.07
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.17,140.46,30.89,1903.2,75.2,87.42,58.77,54.5
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.7,119.57,21.5,1091.15,63.79,82.53,40.19,45.66
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.45,140.45,34.32,1875.35,63.5,81.42,46.85,50.49
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.12,114.49,22.64,936.75,60.83,89.89,41.82,43.3
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.71,125.68,24.05,1465.87,66.44,82.07,40.37,40.69
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.31,137.43,34.1,1386.14,75.27,83.27,40.55,58.11
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.2,134.42,30.8,2020.75,69.38,95.79,56.99,53.02
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.55,116.88,34.22,1166.93,62.65,89.88,57.43,56.83
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.48,146.77,33.79,1455.21,69.85,94.79,54.07,50.11
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.47,132.97,31.31,1468.61,74.66,92.7,51.69,51.77
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.76,130.71,26.17,929.6,69.6,88.74,54.01,59.93
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.38,111.34,22.89,1138.51,62.0,92.3,52.93,42.57
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.14,136.85,22.35,1051.1,74.74,82.38,46.49,42.87
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.23,121.74,23.79,1077.67,73.55,81.28,40.53,45.9
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.83,142.16,26.11,1481.81,75.07,88.09,52.72,45.39
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,5.58,119.54,21.97,1050.37,60.91,92.12,52.01,43.76
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.6,120.74,23.77,2062.72,78.91,94.15,42.38,55.08
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,7.14,138.8,33.99,1217.07,62.88,99.65,58.79,50.43
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.9,143.37,39.98,2466.1,80.0,98.27,56.32,42.91
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.07,134.19,26.09,1586.76,65.26,84.71,43.45,44.74
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.22,129.79,38.86,2281.49,79.43,99.8,54.46,54.2
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.87,140.59,36.6,2300.05,78.83,93.04,44.42,55.55
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.63,137.03,36.09,2238.02,76.7,90.12,55.76,46.67
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.23,132.93,25.43,1713.89,66.52,93.17,48.9,51.24
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,7.4,138.69,39.54,2481.83,78.85,89.89,54.58,44.82
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.51,146.89,38.46,2166.48,67.35,93.35,53.65,49.86
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.95,130.68,26.32,1705.24,73.32,98.88,49.27,43.5
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.24,149.43,36.15,1877.21,78.35,80.7,43.8,41.63
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.56,119.96,33.24,2095.99,73.22,90.77,48.26,57.57
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.54,120.81,33.4,1261.41,60.76,97.66,52.39,55.55
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.35,116.01,23.59,1075.85,66.34,83.45,40.66,42.05
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.96,113.07,30.83,1271.0,67.1,95.34,57.69,49.69
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.7,146.73,28.17,1396.18,78.31,97.79,55.96,54.76
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.62,139.6,24.42,2080.03,62.33,84.68,50.76,54.88
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.63,148.02,29.61,1637.94,65.68,99.78,59.57,57.89
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.97,120.33,25.51,1332.09,61.93,91.42,45.64,44.01
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.86,124.27,22.61,1179.37,70.1,89.53,54.32,47.39
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.47,111.62,25.11,1562.68,62.87,81.66,41.93,43.9
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.45,139.28,27.5,2037.61,69.59,83.25,44.53,55.41
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.8,148.7,37.53,1930.73,68.95,98.18,55.09,48.32
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.28,136.02,33.84,1862.92,74.68,91.07,57.21,52.67
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.01,114.4,22.77,2119.77,62.45,95.05,43.93,52.14
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.29,111.02,26.27,2224.23,72.36,84.04,45.38,43.56
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.28,127.39,28.03,1601.38,76.55,89.99,44.25,49.3
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.4,141.4,37.2,1592.87,64.25,92.07,53.24,59.12
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.88,148.72,39.02,1547.78,76.47,91.5,45.35,51.26
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.43,142.42,27.31,1085.7,61.9,85.51,43.13,49.62
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.19,112.63,27.34,1024.41,60.7,81.13,40.62,45.34
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.75,148.89,28.91,2166.63,74.61,87.19,56.94,54.25
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.47,141.02,27.25,1550.72,67.19,96.09,57.9,43.38
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.55,140.3,26.88,1356.34,65.97,94.53,47.77,45.58
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.8,125.55,29.54,1365.01,68.82,97.34,59.8,59.51
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.56,119.22,26.56,1189.61,64.07,90.37,52.86,42.16
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.26,119.97,26.83,1684.25,72.24,81.17,43.63,44.85
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.54,132.58,25.18,1015.26,61.54,96.59,42.28,40.41
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.89,135.43,25.61,1248.04,62.35,84.06,42.29,51.69
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.74,140.61,38.59,1530.4,64.63,94.04,50.23,51.38
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.89,135.24,28.72,2150.15,70.03,93.53,49.04,48.18
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.55,122.32,21.24,1290.54,62.22,94.87,44.42,46.56
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.2,149.88,39.91,2244.96,75.13,89.65,57.69,49.09
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.37,128.37,20.89,1031.54,61.66,80.3,40.39,41.03
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.81,140.17,25.43,1795.85,65.17,96.95,54.39,46.21
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.28,133.38,22.27,1747.4,76.28,96.38,59.85,54.82
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.96,112.9,33.32,1041.34,67.46,81.86,48.22,40.8
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.26,115.52,26.06,1819.88,74.76,98.04,51.61,57.81
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.15,110.11,32.26,1268.72,76.29,94.58,49.82,43.79
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.31,139.29,33.29,2118.2,77.33,95.82,51.03,45.03
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.15,139.95,34.48,1434.21,77.11,96.01,55.2,58.45
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.04,131.63,27.67,1970.26,76.38,91.26,52.86,51.29
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.8,134.73,35.98,1997.59,78.01,95.32,57.48,59.69
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.7,140.81,37.64,2474.5,79.27,96.61,54.4,47.7
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.06,122.3,27.94,2020.5,64.45,93.67,40.5,48.2
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.52,115.28,30.87,2063.8,77.92,92.71,43.19,40.47
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.89,128.48,36.69,2198.56,75.34,81.18,49.34,48.02
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.54,116.24,25.04,1527.46,76.01,81.49,58.27,46.26
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,5.3,134.59,28.72,1276.95,67.3,89.4,46.9,56.9
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.27,126.63,25.44,1082.99,62.12,82.99,40.32,40.29
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.01,130.05,39.69,1832.6,74.28,94.01,45.66,49.52
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.82,137.14,36.41,2135.52,67.03,83.82,48.09,42.87
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.12,136.16,31.93,1351.24,66.41,80.43,40.17,40.75
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.06,145.7,23.66,2294.66,74.57,86.54,41.96,43.44
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.42,114.74,22.17,1292.08,69.95,85.92,43.03,42.3
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.57,132.66,28.27,1036.66,71.93,98.56,56.47,50.43
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.59,121.77,30.53,2022.12,64.64,90.98,50.08,43.3
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.71,128.39,25.24,1275.11,72.04,81.72,54.86,53.54
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.05,140.18,34.3,1668.0,74.37,95.73,59.04,54.49
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.7,143.53,30.64,1109.42,62.96,87.02,47.46,53.44
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.6,147.23,39.65,2406.86,79.64,98.29,55.31,56.16
