CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,CROPDURATION,TEMPERATURE,WATERREQUIRED,RELATIVE_HUMIDITY,N,P,K
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.12,138.31,34.16,2032.48,74.16,94.16,54.16,54.16
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.62,131.65,30.82,1765.93,70.82,90.82,50.82,50.82
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.21,139.4,34.7,2076.01,74.7,94.7,54.7,54.7
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,5.83,121.05,25.52,1341.81,65.52,85.52,45.52,45.52
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.07,124.31,27.16,1472.51,67.16,87.16,47.16,47.16
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.66,118.8,24.4,1251.94,64.4,84.4,44.4,44.4
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.27,126.99,28.49,1579.59,68.49,88.49,48.49,48.49
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.36,128.12,29.06,1624.8,69.06,89.06,49.06,49.06
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.2,125.95,27.98,1538.17,67.98,87.98,47.98,47.98
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.97,136.3,33.15,1952.19,73.15,93.15,53.15,53.15
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.32,127.56,28.78,1602.37,68.78,88.78,48.78,48.78
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.21,126.14,28.07,1545.78,68.07,88.07,48.07,48.07
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.55,130.71,30.36,1728.52,70.36,90.36,50.36,50.36
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,5.96,122.85,26.43,1414.17,66.43,86.43,46.43,46.43
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.92,135.64,32.82,1925.75,72.82,92.82,52.82,52.82
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.78,120.44,25.22,1317.44,65.22,85.22,45.22,45.22
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,7.59,144.57,37.28,2282.79,77.28,97.28,57.28,57.28
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.87,134.96,32.48,1898.35,72.48,92.48,52.48,52.48
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.08,124.38,27.19,1475.12,67.19,87.19,47.19,47.19
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.27,113.57,21.78,1042.76,61.78,81.78,41.78,41.78
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.95,135.97,32.98,1938.67,72.98,92.98,52.98,52.98
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.77,133.62,31.81,1844.69,71.81,91.81,51.81,51.81
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.8,134.05,32.03,1862.12,72.03,92.03,52.03,52.03
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.87,134.94,32.47,1897.5,72.47,92.47,52.47,52.47
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.78,120.41,25.21,1316.49,65.21,85.21,45.21,45.21
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.32,127.59,28.79,1603.59,68.79,88.79,48.79,48.79
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.9,122.06,26.03,1382.51,66.03,86.03,46.03,46.03
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.04,137.27,33.63,1990.64,73.63,93.63,53.63,53.63
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.66,132.09,31.04,1783.54,71.04,91.04,51.04,51.04
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.28,127.09,28.55,1583.69,68.55,88.55,48.55,48.55
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,5.74,119.89,24.95,1295.68,64.95,84.95,44.95,44.95
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.25,126.72,28.36,1568.9,68.36,88.36,48.36,48.36
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.27,126.99,28.49,1579.48,68.49,88.49,48.49,48.49
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.8,134.07,32.03,1862.6,72.03,92.03,52.03,52.03
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.68,132.34,31.17,1793.59,71.17,91.17,51.17,51.17
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.1,138.04,34.02,2021.71,74.02,94.02,54.02,54.02
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.47,129.54,29.77,1681.46,69.77,89.77,49.77,49.77
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.91,122.19,26.09,1387.5,66.09,86.09,46.09,46.09
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.78,133.74,31.87,1849.65,71.87,91.87,51.87,51.87
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.85,134.71,32.36,1888.42,72.36,92.36,52.36,52.36
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.58,131.03,30.51,1741.01,70.51,90.51,50.51,50.51
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.87,134.93,32.47,1897.23,72.47,92.47,52.47,52.47
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.49,129.9,29.95,1695.86,69.95,89.95,49.95,49.95
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.53,130.38,30.19,1715.16,70.19,90.19,50.19,50.19
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.41,128.79,29.39,1651.43,69.39,89.39,49.39,49.39
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.53,117.12,23.56,1184.89,63.56,83.56,43.56,43.56
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.88,121.79,25.89,1371.43,65.89,85.89,45.89,45.89
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.58,117.72,23.86,1208.64,63.86,83.86,43.86,43.86
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.67,132.32,31.16,1792.77,71.16,91.16,51.16,51.16
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.26,126.79,28.39,1571.43,68.39,88.39,48.39,48.39
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.51,130.14,30.07,1705.71,70.07,90.07,50.07,50.07
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,7.16,138.8,34.4,2051.81,74.4,94.4,54.4,54.4
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.16,125.5,27.75,1520.11,67.75,87.75,47.75,47.75
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.39,128.49,29.25,1639.75,69.25,89.25,49.25,49.25
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.84,134.6,32.3,1883.96,72.3,92.3,52.3,52.3
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.13,125.06,27.53,1502.56,67.53,87.53,47.53,47.53
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.79,120.55,25.27,1321.92,65.27,85.27,45.27,45.27
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.22,126.32,28.16,1552.68,68.16,88.16,48.16,48.16
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.01,123.43,26.71,1437.14,66.71,86.71,46.71,46.71
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.23,139.77,34.88,2090.66,74.88,94.88,54.88,54.88
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.93,135.79,32.89,1931.45,72.89,92.89,52.89,52.89
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.67,132.27,31.13,1790.65,71.13,91.13,51.13,51.13
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.06,137.52,33.76,2000.95,73.76,93.76,53.76,53.76
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.93,135.68,32.84,1927.16,72.84,92.84,52.84,52.84
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.06,124.08,27.04,1463.34,67.04,87.04,47.04,47.04
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.12,138.23,34.12,2029.21,74.12,94.12,54.12,54.12
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.55,130.66,30.33,1726.27,70.33,90.33,50.33,50.33
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.93,135.77,32.88,1930.79,72.88,92.88,52.88,52.88
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.13,138.36,34.18,2034.32,74.18,94.18,54.18,54.18
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.26,126.85,28.43,1574.16,68.43,88.43,48.43,48.43
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.89,121.86,25.93,1374.49,65.93,85.93,45.93,45.93
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.13,125.05,27.52,1501.8,67.52,87.52,47.52,47.52
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.41,128.78,29.39,1651.14,69.39,89.39,49.39,49.39
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.95,136.03,33.02,1941.22,73.02,93.02,53.02,53.02
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.04,137.19,33.6,1987.79,73.6,93.6,53.6,53.6
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.3,114.03,22.01,1061.02,62.01,82.01,42.01,42.01
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.51,130.18,30.09,1707.17,70.09,90.09,50.09,50.09
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.4,128.61,29.31,1644.55,69.31,89.31,49.31,49.31
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.12,124.92,27.46,1496.65,67.46,87.46,47.46,47.46
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.91,122.2,26.1,1387.86,66.1,86.1,46.1,46.1
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.29,127.21,28.61,1588.59,68.61,88.61,48.61,48.61
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.28,140.46,35.23,2118.49,75.23,95.23,55.23,55.23
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.27,126.95,28.48,1578.02,68.48,88.48,48.48,48.48
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.52,130.31,30.16,1712.53,70.16,90.16,50.16,50.16
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.77,133.54,31.77,1841.74,71.77,91.77,51.77,51.77
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.33,127.68,28.84,1607.26,68.84,88.84,48.84,48.84
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.44,142.59,36.29,2203.55,76.29,96.29,56.29,56.29
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.38,141.77,35.88,2170.61,75.88,95.88,55.88,55.88
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.17,125.55,27.78,1522.19,67.78,87.78,47.78,47.78
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.5,129.95,29.98,1698.17,69.98,89.98,49.98,49.98
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.24,126.53,28.27,1561.24,68.27,88.27,48.27,48.27
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.22,126.22,28.11,1548.85,68.11,88.11,48.11,48.11
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.61,118.18,24.09,1227.27,64.09,84.09,44.09,44.09
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.64,131.85,30.92,1773.98,70.92,90.92,50.92,50.92
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.5,130.04,30.02,1701.79,70.02,90.02,50.02,50.02
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,5.69,119.2,24.6,1268.18,64.6,84.6,44.6,44.6
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.21,126.1,28.05,1543.98,68.05,88.05,48.05,48.05
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.16,138.82,34.41,2052.93,74.41,94.41,54.41,54.41
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.15,125.3,27.65,1511.88,67.65,87.65,47.65,47.65
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.97,122.97,26.49,1418.83,66.49,86.49,46.49,46.49
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.49,129.82,29.91,1692.97,69.91,89.91,49.91,49.91
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.58,144.35,37.18,2274.12,77.18,97.18,57.18,57.18
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.15,125.35,27.68,1514.01,67.68,87.68,47.68,47.68
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.72,132.96,31.48,1818.54,71.48,91.48,51.48,51.48
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.85,134.73,32.36,1889.13,72.36,92.36,52.36,52.36
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.14,125.26,27.63,1510.23,67.63,87.63,47.63,47.63
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.8,134.04,32.02,1861.49,72.02,92.02,52.02,52.02
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.33,127.75,28.88,1610.19,68.88,88.88,48.88,48.88
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.67,132.25,31.12,1789.87,71.12,91.12,51.12,51.12
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.67,132.27,31.13,1790.74,71.13,91.13,51.13,51.13
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.54,130.6,30.3,1723.88,70.3,90.3,50.3,50.3
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.83,121.12,25.56,1344.74,65.56,85.56,45.56,45.56
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.99,136.48,33.24,1959.12,73.24,93.24,53.24,53.24
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.27,126.91,28.45,1576.22,68.45,88.45,48.45,48.45
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.06,124.08,27.04,1463.29,67.04,87.04,47.04,47.04
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.64,118.48,24.24,1239.26,64.24,84.24,44.24,44.24
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,6.61,131.53,30.76,1761.12,70.76,90.76,50.76,50.76
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.73,133.06,31.53,1822.55,71.53,91.53,51.53,51.53
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.45,116.0,23.0,1140.17,63.0,83.0,43.0,43.0
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.52,130.2,30.1,1708.06,70.1,90.1,50.1,50.1
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.13,125.01,27.51,1500.54,67.51,87.51,47.51,47.51
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.69,132.48,31.24,1799.0,71.24,91.24,51.24,51.24
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.03,123.78,26.89,1451.03,66.89,86.89,46.89,46.89
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.75,133.31,31.66,1832.55,71.66,91.66,51.66,51.66
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.36,128.09,29.04,1623.46,69.04,89.04,49.04,49.04
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.26,140.12,35.06,2104.92,75.06,95.06,55.06,55.06
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.96,122.75,26.38,1410.11,66.38,86.38,46.38,46.38
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.3,127.28,28.64,1591.1,68.64,88.64,48.64,48.64
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.9,121.98,25.99,1379.24,65.99,85.99,45.99,45.99
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.21,139.53,34.76,2081.16,74.76,94.76,54.76,54.76
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.08,137.71,33.86,2008.48,73.86,93.86,53.86,53.86
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.18,125.68,27.84,1527.28,67.84,87.84,47.84,47.84
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.71,132.74,31.37,1809.66,71.37,91.37,51.37,51.37
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.95,136.01,33.01,1940.43,73.01,93.01,53.01,53.01
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.57,130.92,30.46,1736.92,70.46,90.46,50.46,50.46
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.54,130.49,30.25,1719.78,70.25,90.25,50.25,50.25
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.15,125.35,27.67,1513.83,67.67,87.67,47.67,47.67
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.84,121.23,25.62,1349.25,65.62,85.62,45.62,45.62
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.13,138.4,34.2,2035.97,74.2,94.2,54.2,54.2
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.14,138.52,34.26,2040.74,74.26,94.26,54.26,54.26
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.67,132.26,31.13,1790.43,71.13,91.13,51.13,51.13
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.29,127.24,28.62,1589.62,68.62,88.62,48.62,48.62
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.31,127.42,28.71,1596.97,68.71,88.71,48.71,48.71
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.8,133.99,32.0,1859.68,72.0,92.0,52.0,52.0
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.13,138.4,34.2,2035.81,74.2,94.2,54.2,54.2
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.1,138.04,34.02,2021.53,74.02,94.02,54.02,54.02
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.88,135.13,32.56,1905.13,72.56,92.56,52.56,52.56
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.68,132.42,31.21,1796.76,71.21,91.21,51.21,51.21
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.81,120.86,25.43,1334.53,65.43,85.43,45.43,45.43
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.01,123.44,26.72,1437.58,66.72,86.72,46.72,46.72
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,7.13,138.45,34.22,2037.95,74.22,94.22,54.22,54.22
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.63,131.8,30.9,1771.81,70.9,90.9,50.9,50.9
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.35,114.62,22.31,1084.75,62.31,82.31,42.31,42.31
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.87,121.55,25.78,1362.09,65.78,85.78,45.78,45.78
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.71,132.81,31.4,1812.22,71.4,91.4,51.4,51.4
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.26,113.4,21.7,1036.16,61.7,81.7,41.7,41.7
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.01,123.42,26.71,1436.69,66.71,86.71,46.71,46.71
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.56,130.81,30.41,1732.57,70.41,90.41,50.41,50.41
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.75,133.33,31.67,1833.27,71.67,91.67,51.67,51.67
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.69,132.6,31.3,1803.87,71.3,91.3,51.3,51.3
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.12,124.96,27.48,1498.57,67.48,87.48,47.48,47.48
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.78,133.72,31.86,1848.82,71.86,91.86,51.86,51.86
