CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,CROPDURATION,TEMPERATURE,WATERREQUIRED,RELATIVE_HUMIDITY,N,P,K
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,5.84,121.16,25.58,1346.37,65.58,85.58,45.58,45.58
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.2,112.63,21.31,1005.06,61.31,81.31,41.31,41.31
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,5.29,113.88,21.94,1055.21,61.94,81.94,41.94,41.94
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.56,130.79,30.4,1731.74,70.4,90.4,50.4,50.4
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.76,133.43,31.71,1837.17,71.71,91.71,51.71,51.71
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.6,118.04,24.02,1221.65,64.02,84.02,44.02,44.02
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,5.4,115.31,22.65,1112.27,62.65,82.65,42.65,42.65
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.41,115.47,22.73,1118.66,62.73,82.73,42.73,42.73
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.4,128.63,29.31,1645.08,69.31,89.31,49.31,49.31
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.33,114.45,22.23,1078.08,62.23,82.23,42.23,42.23
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.78,120.45,25.23,1318.04,65.23,85.23,45.23,45.23
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.64,145.25,37.62,2309.97,77.62,97.62,57.62,57.62
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.32,127.61,28.81,1604.48,68.81,88.81,48.81,48.81
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.42,128.92,29.46,1656.83,69.46,89.46,49.46,49.46
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.41,142.11,36.05,2184.32,76.05,96.05,56.05,56.05
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.07,124.31,27.15,1472.34,67.15,87.15,47.15,47.15
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,7.63,145.12,37.56,2304.74,77.56,97.56,57.56,57.56
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.32,140.99,35.49,2139.58,75.49,95.49,55.49,55.49
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.5,129.94,29.97,1697.72,69.97,89.97,49.97,49.97
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.16,112.18,21.09,987.32,61.09,81.09,41.09,41.09
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.98,149.74,39.87,2489.66,79.87,99.87,59.87,59.87
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,7.56,144.19,37.09,2267.51,77.09,97.09,57.09,57.09
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.83,147.72,38.86,2408.84,78.86,98.86,58.86,58.86
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.51,130.15,30.07,1705.95,70.07,90.07,50.07,50.07
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.3,127.31,28.66,1592.42,68.66,88.66,48.66,48.66
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,7.21,139.43,34.72,2077.39,74.72,94.72,54.72,54.72
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.93,122.4,26.2,1395.81,66.2,86.2,46.2,46.2
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.91,122.15,26.07,1385.86,66.07,86.07,46.07,46.07
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.78,133.74,31.87,1849.46,71.87,91.87,51.87,51.87
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.37,141.62,35.81,2164.68,75.81,95.81,55.81,55.81
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.07,110.89,20.44,935.5,60.44,80.44,40.44,40.44
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.14,125.24,27.62,1509.53,67.62,87.62,47.62,47.62
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.62,131.64,30.82,1765.52,70.82,90.82,50.82,50.82
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.95,136.01,33.0,1940.3,73.0,93.0,53.0,53.0
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.7,132.65,31.33,1806.17,71.33,91.33,51.33,51.33
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.62,144.98,37.49,2299.3,77.49,97.49,57.49,57.49
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.3,127.36,28.68,1594.52,68.68,88.68,48.68,48.68
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.9,122.01,26.01,1380.53,66.01,86.01,46.01,46.01
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.93,122.34,26.17,1393.5,66.17,86.17,46.17,46.17
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,7.62,144.93,37.46,2297.18,77.46,97.46,57.46,57.46
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,7.02,136.98,33.49,1979.09,73.49,93.49,53.49,53.49
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.06,124.2,27.1,1467.92,67.1,87.1,47.1,47.1
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.04,123.92,26.96,1456.69,66.96,86.96,46.96,46.96
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.2,125.99,27.99,1539.59,67.99,87.99,47.99,47.99
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.47,142.93,36.46,2217.19,76.46,96.46,56.46,56.46
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.16,125.5,27.75,1520.0,67.75,87.75,47.75,47.75
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.14,111.93,20.96,977.2,60.96,80.96,40.96,40.96
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.26,126.78,28.39,1571.38,68.39,88.39,48.39,48.39
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.37,141.55,35.77,2161.83,75.77,95.77,55.77,55.77
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.22,126.28,28.14,1551.22,68.14,88.14,48.14,48.14
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.1,111.3,20.65,952.18,60.65,80.65,40.65,40.65
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.16,138.74,34.37,2049.66,74.37,94.37,54.37,54.37
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.48,129.77,29.88,1690.79,69.88,89.88,49.88,49.88
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.14,111.82,20.91,972.81,60.91,80.91,40.91,40.91
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.29,140.6,35.3,2123.9,75.3,95.3,55.3,55.3
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.94,122.47,26.23,1398.7,66.23,86.23,46.23,46.23
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.28,127.0,28.5,1580.08,68.5,88.5,48.5,48.5
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.65,145.34,37.67,2313.6,77.67,97.67,57.67,57.67
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.13,125.13,27.56,1505.1,67.56,87.56,47.56,47.56
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.51,116.8,23.4,1172.03,63.4,83.4,43.4,43.4
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.84,134.56,32.28,1882.42,72.28,92.28,52.28,52.28
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.12,111.58,20.79,963.36,60.79,80.79,40.79,40.79
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.17,125.55,27.77,1521.82,67.77,87.77,47.77,47.77
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.74,146.55,38.27,2361.98,78.27,98.27,58.27,58.27
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.55,130.69,30.34,1727.47,70.34,90.34,50.34,50.34
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,7.51,143.4,36.7,2236.09,76.7,96.7,56.7,56.7
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.02,110.3,20.15,912.04,60.15,80.15,40.15,40.15
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.66,132.2,31.1,1787.82,71.1,91.1,51.1,51.1
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.41,142.15,36.07,2185.95,76.07,96.07,56.07,56.07
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.89,135.21,32.6,1908.37,72.6,92.6,52.6,52.6
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.37,128.26,29.13,1630.51,69.13,89.13,49.13,49.13
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.34,127.89,28.95,1615.68,68.95,88.95,48.95,48.95
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.64,118.56,24.28,1242.44,64.28,84.28,44.28,44.28
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.7,145.98,37.99,2339.36,77.99,97.99,57.99,57.99
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.15,138.72,34.36,2048.95,74.36,94.36,54.36,54.36
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.48,143.07,36.54,2223.0,76.54,96.54,56.54,56.54
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.8,134.03,32.02,1861.26,72.02,92.02,52.02,52.02
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.48,143.03,36.52,2221.2,76.52,96.52,56.52,56.52
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,7.52,143.6,36.8,2243.92,76.8,96.8,56.8,56.8
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,7.22,139.55,34.77,2081.85,74.77,94.77,54.77,54.77
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.36,141.42,35.71,2156.85,75.71,95.71,55.71,55.71
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,7.45,142.61,36.31,2204.45,76.31,96.31,56.31,56.31
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.15,138.61,34.31,2044.6,74.31,94.31,54.31,54.31
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.52,130.24,30.12,1709.65,70.12,90.12,50.12,50.12
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.47,129.64,29.82,1685.69,69.82,89.82,49.82,49.82
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.55,130.72,30.36,1728.81,70.36,90.36,50.36,50.36
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.36,128.11,29.05,1624.29,69.05,89.05,49.05,49.05
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.55,117.29,23.65,1191.62,63.65,83.65,43.65,43.65
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.67,132.25,31.13,1790.15,71.13,91.13,51.13,51.13
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.36,141.46,35.73,2158.36,75.73,95.73,55.73,55.73
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.15,138.7,34.35,2047.92,74.35,94.35,54.35,54.35
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,7.53,143.69,36.84,2247.54,76.84,96.84,56.84,56.84
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.74,119.91,24.96,1296.48,64.96,84.96,44.96,44.96
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.13,138.46,34.23,2038.24,74.23,94.23,54.23,54.23
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,5.42,115.6,22.8,1124.19,62.8,82.8,42.8,42.8
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.93,122.46,26.23,1398.59,66.23,86.23,46.23,46.23
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.33,114.39,22.19,1075.57,62.19,82.19,42.19,42.19
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.64,145.21,37.61,2308.45,77.61,97.61,57.61,57.61
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,7.13,138.33,34.17,2033.39,74.17,94.17,54.17,54.17
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.77,146.88,38.44,2375.05,78.44,98.44,58.44,58.44
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.82,120.97,25.48,1338.69,65.48,85.48,45.48,45.48
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.53,117.02,23.51,1180.65,63.51,83.51,43.51,43.51
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.15,111.97,20.99,978.82,60.99,80.99,40.99,40.99
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.55,130.66,30.33,1726.2,70.33,90.33,50.33,50.33
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,5.76,120.15,25.07,1305.83,65.07,85.07,45.07,45.07
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.84,121.2,25.6,1347.98,65.6,85.6,45.6,45.6
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.87,121.54,25.77,1361.49,65.77,85.77,45.77,45.77
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.13,125.07,27.53,1502.76,67.53,87.53,47.53,47.53
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.17,112.29,21.14,991.43,61.14,81.14,41.14,41.14
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.09,124.48,27.24,1479.06,67.24,87.24,47.24,47.24
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,5.35,114.69,22.34,1087.46,62.34,82.34,42.34,42.34
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.91,148.76,39.38,2450.51,79.38,99.38,59.38,59.38
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.16,112.15,21.07,985.97,61.07,81.07,41.07,41.07
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.1,124.72,27.36,1488.75,67.36,87.36,47.36,47.36
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.34,127.83,28.91,1613.13,68.91,88.91,48.91,48.91
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.89,135.25,32.62,1909.98,72.62,92.62,52.62,52.62
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,5.8,120.62,25.31,1324.79,65.31,85.31,45.31,45.31
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.43,142.42,36.21,2196.96,76.21,96.21,56.21,56.21
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.61,118.11,24.05,1224.24,64.05,84.05,44.05,44.05
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.87,148.24,39.12,2429.74,79.12,99.12,59.12,59.12
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.46,129.48,29.74,1679.06,69.74,89.74,49.74,49.74
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.28,127.04,28.52,1581.45,68.52,88.52,48.52,48.52
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.4,128.67,29.34,1646.82,69.34,89.34,49.34,49.34
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.56,117.47,23.74,1198.84,63.74,83.74,43.74,43.74
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.66,145.48,37.74,2319.27,77.74,97.74,57.74,57.74
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.44,142.53,36.27,2201.38,76.27,96.27,56.27,56.27
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.18,112.42,21.21,996.63,61.21,81.21,41.21,41.21
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.64,118.52,24.26,1240.88,64.26,84.26,44.26,44.26
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,7.85,148.02,39.01,2420.66,79.01,99.01,59.01,59.01
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.27,126.93,28.47,1577.39,68.47,88.47,48.47,48.47
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.5,129.97,29.99,1698.96,69.99,89.99,49.99,49.99
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.65,132.0,31.0,1779.96,71.0,91.0,51.0,51.0
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.39,115.23,22.62,1109.39,62.62,82.62,42.62,42.62
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.82,120.89,25.44,1335.56,65.44,85.44,45.44,45.44
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.58,117.76,23.88,1210.32,63.88,83.88,43.88,43.88
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.9,122.05,26.03,1382.0,66.03,86.03,46.03,46.03
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.23,126.34,28.17,1553.43,68.17,88.17,48.17,48.17
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.98,136.42,33.21,1956.98,73.21,93.21,53.21,53.21
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,5.54,117.26,23.63,1190.21,63.63,83.63,43.63,43.63
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.52,130.3,30.15,1712.16,70.15,90.15,50.15,50.15
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,7.1,137.98,33.99,2019.31,73.99,93.99,53.99,53.99
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.22,126.23,28.11,1549.19,68.11,88.11,48.11,48.11
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.06,124.1,27.05,1464.11,67.05,87.05,47.05,47.05
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,6.69,132.58,31.29,1803.03,71.29,91.29,51.29,51.29
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.09,137.92,33.96,2016.67,73.96,93.96,53.96,53.96
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.68,119.08,24.54,1263.32,64.54,84.54,44.54,44.54
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.66,132.11,31.06,1784.5,71.06,91.06,51.06,51.06
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.42,128.95,29.48,1658.01,69.48,89.48,49.48,49.48
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.47,143.0,36.5,2219.89,76.5,96.5,56.5,56.5
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.86,148.07,39.04,2422.82,79.04,99.04,59.04,59.04
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.51,130.09,30.04,1703.42,70.04,90.04,50.04,50.04
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.12,124.95,27.48,1498.06,67.48,87.48,47.48,47.48
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.21,139.45,34.73,2078.13,74.73,94.73,54.73,54.73
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.09,124.58,27.29,1483.22,67.29,87.29,47.29,47.29
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.6,144.66,37.33,2286.49,77.33,97.33,57.33,57.33
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.03,137.1,33.55,1984.17,73.55,93.55,53.55,53.55
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,8.0,149.98,39.99,2499.31,79.99,99.99,59.99,59.99
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.19,139.16,34.58,2066.25,74.58,94.58,54.58,54.58
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.63,145.08,37.54,2303.11,77.54,97.54,57.54,57.54
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.39,115.22,22.61,1108.76,62.61,82.61,42.61,42.61
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.51,116.87,23.43,1174.65,63.43,83.43,43.43,43.43
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.63,131.79,30.9,1771.8,70.9,90.9,50.9,50.9
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,6.39,128.57,29.29,1642.99,69.29,89.29,49.29,49.29
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.39,141.83,35.91,2173.18,75.91,95.91,55.91,55.91
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,7.25,140.0,35.0,2099.89,75.0,95.0,55.0,55.0
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.67,145.54,37.77,2321.77,77.77,97.77,57.77,57.77
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.86,121.45,25.73,1358.05,65.73,85.73,45.73,45.73
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,7.43,142.41,36.2,2196.37,76.2,96.2,56.2,56.2
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.82,134.28,32.14,1871.38,72.14,92.14,52.14,52.14
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,5.63,118.38,24.19,1235.29,64.19,84.19,44.19,44.19
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,6.52,130.27,30.14,1710.92,70.14,90.14,50.14,50.14
