CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,CROPDURATION,TEMPERATURE,WATERREQUIRED,RELATIVE_HUMIDITY,N,P,K
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.99,149.88,39.94,2495.24,79.94,99.94,59.94,59.94
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.69,119.22,24.61,1268.9,64.61,84.61,44.61,44.61
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.58,117.77,23.89,1210.92,63.89,83.89,43.89,43.89
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.65,118.61,24.31,1244.5,64.31,84.31,44.31,44.31
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,7.75,146.66,38.33,2366.22,78.33,98.33,58.33,58.33
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.11,111.47,20.73,958.61,60.73,80.73,40.73,40.73
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.91,122.13,26.06,1385.09,66.06,86.06,46.06,46.06
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.47,129.62,29.81,1684.74,69.81,89.81,49.81,49.81
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,6.04,123.9,26.95,1456.1,66.95,86.95,46.95,46.95
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.18,139.06,34.53,2062.24,74.53,94.53,54.53,54.53
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.84,147.83,38.92,2413.33,78.92,98.92,58.92,58.92
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.05,110.66,20.33,926.26,60.33,80.33,40.33,40.33
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.64,118.49,24.24,1239.48,64.24,84.24,44.24,44.24
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.85,147.97,38.99,2418.81,78.99,98.99,58.99,58.99
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,5.06,110.84,20.42,933.65,60.42,80.42,40.42,40.42
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.98,123.11,26.56,1424.53,66.56,86.56,46.56,46.56
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.35,114.69,22.35,1087.65,62.35,82.35,42.35,42.35
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.53,143.71,36.85,2248.37,76.85,96.85,56.85,56.85
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.21,112.79,21.4,1011.77,61.4,81.4,41.4,41.4
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.97,149.66,39.83,2486.35,79.83,99.83,59.83,59.83
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,5.86,121.4,25.7,1356.1,65.7,85.7,45.7,45.7
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.42,115.54,22.77,1121.58,62.77,82.77,42.77,42.77
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.32,140.89,35.44,2135.47,75.44,95.44,55.44,55.44
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.97,136.32,33.16,1952.62,73.16,93.16,53.16,53.16
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.32,114.2,22.1,1068.08,62.1,82.1,42.1,42.1
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,7.84,147.88,38.94,2415.26,78.94,98.94,58.94,58.94
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.2,139.29,34.64,2071.42,74.64,94.64,54.64,54.64
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.82,120.9,25.45,1336.14,65.45,85.45,45.45,45.45
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.64,145.25,37.62,2309.94,77.62,97.62,57.62,57.62
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,6.05,123.99,27.0,1459.74,67.0,87.0,47.0,47.0
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,7.44,142.47,36.24,2198.93,76.24,96.24,56.24,56.24
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.12,111.57,20.78,962.78,60.78,80.78,40.78,40.78
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.13,111.79,20.89,971.46,60.89,80.89,40.89,40.89
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,5.35,114.65,22.32,1085.85,62.32,82.32,42.32,42.32
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.75,120.03,25.01,1301.12,65.01,85.01,45.01,45.01
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.42,128.99,29.49,1659.53,69.49,89.49,49.49,49.49
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.3,114.01,22.0,1060.38,62.0,82.0,42.0,42.0
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,5.9,122.02,26.01,1380.64,66.01,86.01,46.01,46.01
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.25,139.95,34.98,2098.08,74.98,94.98,54.98,54.98
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,6.5,130.04,30.02,1701.51,70.02,90.02,50.02,50.02
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.84,121.16,25.58,1346.33,65.58,85.58,45.58,45.58
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.47,129.56,29.78,1682.44,69.78,89.78,49.78,49.78
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,5.38,115.02,22.51,1100.93,62.51,82.51,42.51,42.51
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,6.73,133.06,31.53,1822.44,71.53,91.53,51.53,51.53
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.4,128.71,29.35,1648.22,69.35,89.35,49.35,49.35
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.73,146.46,38.23,2358.56,78.23,98.23,58.23,58.23
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.35,127.97,28.98,1618.68,68.98,88.98,48.98,48.98
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.63,118.38,24.19,1235.12,64.19,84.19,44.19,44.19
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.16,138.86,34.43,2054.28,74.43,94.43,54.43,54.43
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.39,141.86,35.93,2174.39,75.93,95.93,55.93,55.93
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,7.02,136.96,33.48,1978.43,73.48,93.48,53.48,53.48
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,5.53,117.06,23.53,1182.21,63.53,83.53,43.53,43.53
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.58,131.07,30.54,1742.87,70.54,90.54,50.54,50.54
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.69,145.83,37.91,2333.12,77.91,97.91,57.91,57.91
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.36,128.18,29.09,1627.08,69.09,89.09,49.09,49.09
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,6.42,128.89,29.45,1655.76,69.45,89.45,49.45,49.45
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,6.89,135.2,32.6,1907.94,72.6,92.6,52.6,52.6
rice,cereals,Alluvial soil,kharif,Jul,Sep,irrigated,6.97,136.2,33.1,1948.11,73.1,93.1,53.1,53.1
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.78,147.03,38.52,2381.38,78.52,98.52,58.52,58.52
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.87,148.28,39.14,2431.25,79.14,99.14,59.14,59.14
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.37,141.66,35.83,2166.45,75.83,95.83,55.83,55.83
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.66,118.77,24.38,1250.7,64.38,84.38,44.38,44.38
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.68,132.37,31.18,1794.69,71.18,91.18,51.18,51.18
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.88,135.07,32.54,1902.83,72.54,92.54,52.54,52.54
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.07,124.3,27.15,1471.81,67.15,87.15,47.15,47.15
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,7.68,145.77,37.88,2330.74,77.88,97.88,57.88,57.88
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,6.79,133.85,31.92,1853.95,71.92,91.92,51.92,51.92
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.07,110.98,20.49,939.12,60.49,80.49,40.49,40.49
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,7.58,144.43,37.22,2277.28,77.22,97.22,57.22,57.22
rice,cereals,Alluvial soil,kharif,Jun,Sep,rainfed,6.93,135.7,32.85,1928.16,72.85,92.85,52.85,52.85
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.49,116.6,23.3,1163.94,63.3,83.3,43.3,43.3
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.37,114.94,22.47,1097.8,62.47,82.47,42.47,42.47
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.95,122.61,26.3,1404.28,66.3,86.3,46.3,46.3
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.16,112.19,21.1,987.63,61.1,81.1,41.1,41.1
rice,cereals,Clay soil,kharif,Jul,Sep,rainfed,5.85,121.3,25.65,1351.86,65.65,85.65,45.65,45.65
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,5.45,116.06,23.03,1142.38,63.03,83.03,43.03,43.03
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.24,113.16,21.58,1026.21,61.58,81.58,41.58,41.58
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.71,119.51,24.76,1280.58,64.76,84.76,44.76,44.76
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.61,144.76,37.38,2290.24,77.38,97.38,57.38,57.38
rice,cereals,Loamy soil,kharif,Jul,Sep,rainfed,7.45,142.68,36.34,2207.39,76.34,96.34,56.34,56.34
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.2,139.35,34.67,2073.95,74.67,94.67,54.67,54.67
rice,cereals,Loamy soil,kharif,Jul,Sep,irrigated,7.04,137.26,33.63,1990.38,73.63,93.63,53.63,53.63
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.77,146.87,38.44,2374.89,78.44,98.44,58.44,58.44
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.6,131.38,30.69,1755.39,70.69,90.69,50.69,50.69
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,7.31,140.86,35.43,2134.57,75.43,95.43,55.43,55.43
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,7.27,140.23,35.11,2109.19,75.11,95.11,55.11,55.11
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,5.46,116.11,23.05,1144.34,63.05,83.05,43.05,43.05
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,6.28,127.01,28.51,1580.45,68.51,88.51,48.51,48.51
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.33,114.35,22.17,1073.84,62.17,82.17,42.17,42.17
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,6.83,134.38,32.19,1875.15,72.19,92.19,52.19,52.19
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,7.48,143.07,36.53,2222.79,76.53,96.53,56.53,56.53
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.62,144.91,37.46,2296.56,77.46,97.46,57.46,57.46
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.81,120.83,25.42,1333.29,65.42,85.42,45.42,45.42
rice,cereals,Loamy soil,kharif,Jun,Oct,irrigated,6.23,126.45,28.22,1557.98,68.22,88.22,48.22,48.22
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,7.07,137.6,33.8,2004.17,73.8,93.8,53.8,53.8
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.56,117.46,23.73,1198.23,63.73,83.73,43.73,43.73
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.9,148.66,39.33,2446.55,79.33,99.33,59.33,59.33
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,6.45,129.3,29.65,1672.17,69.65,89.65,49.65,49.65
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,5.72,119.6,24.8,1284.02,64.8,84.8,44.8,44.8
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,6.0,123.34,26.67,1433.62,66.67,86.67,46.67,46.67
rice,cereals,Clay soil,kharif,Jun,Sep,irrigated,5.88,121.68,25.84,1367.34,65.84,85.84,45.84,45.84
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.04,110.54,20.27,921.62,60.27,80.27,40.27,40.27
rice,cereals,Alluvial soil,kharif,Jul,Sep,rainfed,5.46,116.14,23.07,1145.62,63.07,83.07,43.07,43.07
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,5.27,113.57,21.78,1042.62,61.78,81.78,41.78,41.78
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.45,142.65,36.32,2205.82,76.32,96.32,56.32,56.32
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.24,126.48,28.24,1559.27,68.24,88.24,48.24,48.24
rice,cereals,Alluvial soil,kharif,Jun,Sep,irrigated,6.96,136.16,33.08,1946.24,73.08,93.08,53.08,53.08
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,5.53,117.11,23.55,1184.34,63.55,83.55,43.55,43.55
rice,cereals,Clay soil,kharif,Jul,Oct,irrigated,5.51,116.86,23.43,1174.41,63.43,83.43,43.43,43.43
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,7.98,149.68,39.84,2487.34,79.84,99.84,59.84,59.84
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.96,149.45,39.72,2477.97,79.72,99.72,59.72,59.72
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,7.92,148.87,39.44,2454.84,79.44,99.44,59.44,59.44
rice,cereals,Loamy soil,kharif,Jun,Sep,irrigated,5.22,112.98,21.49,1019.36,61.49,81.49,41.49,41.49
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.16,125.46,27.73,1518.34,67.73,87.73,47.73,47.73
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.7,132.61,31.31,1804.45,71.31,91.31,51.31,51.31
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,5.93,122.39,26.19,1395.59,66.19,86.19,46.19,46.19
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,7.55,143.99,36.99,2259.52,76.99,96.99,56.99,56.99
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,6.14,125.16,27.58,1506.4,67.58,87.58,47.58,47.58
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,7.08,137.74,33.87,2009.67,73.87,93.87,53.87,53.87
rice,cereals,Alluvial soil,kharif,Jul,Oct,rainfed,6.67,132.25,31.13,1790.14,71.13,91.13,51.13,51.13
rice,cereals,Alluvial soil,kharif,Jul,Oct,irrigated,7.46,142.78,36.39,2211.17,76.39,96.39,56.39,56.39
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.89,148.55,39.27,2441.93,79.27,99.27,59.27,59.27
rice,cereals,Loamy soil,kharif,Jun,Sep,rainfed,5.18,112.4,21.2,996.08,61.2,81.2,41.2,41.2
rice,cereals,Loamy soil,kharif,Jul,Oct,rainfed,7.43,142.37,36.18,2194.66,76.18,96.18,56.18,56.18
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,6.38,128.39,29.2,1635.62,69.2,89.2,49.2,49.2
rice,cereals,Loamy soil,kharif,Jul,Oct,irrigated,7.21,139.53,34.77,2081.3,74.77,94.77,54.77,54.77
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,6.25,126.65,28.33,1566.05,68.33,88.33,48.33,48.33
rice,cereals,Alluvial soil,kharif,Jun,Oct,rainfed,7.14,138.59,34.3,2043.65,74.3,94.3,54.3,54.3
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,7.68,145.69,37.84,2327.53,77.84,97.84,57.84,57.84
rice,cereals,Loamy soil,kharif,Jun,Oct,rainfed,5.73,119.73,24.86,1289.01,64.86,84.86,44.86,44.86
rice,cereals,Clay soil,kharif,Jul,Sep,irrigated,5.94,122.5,26.25,1399.98,66.25,86.25,46.25,46.25
rice,cereals,Clay soil,kharif,Jun,Sep,rainfed,5.5,116.69,23.34,1167.48,63.34,83.34,43.34,43.34
rice,cereals,Clay soil,kharif,Jun,Oct,irrigated,5.19,112.49,21.25,999.78,61.25,81.25,41.25,41.25
rice,cereals,Alluvial soil,kharif,Jun,Oct,irrigated,5.79,120.52,25.26,1320.8,65.26,85.26,45.26,45.26
rice,cereals,Clay soil,kharif,Jun,Oct,rainfed,6.04,123.81,26.91,1452.52,66.91,86.91,46.91,46.91
rice,cereals,Clay soil,kharif,Jul,Oct,rainfed,7.63,145.09,37.54,2303.43,77.54,97.54,57.54,57.54
